show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description
s952,TV Show,Netflix_Title_952,Unknown,,,1990.0,PG-13,3 Seasons,,Description of Netflix show 952
s953,Movie,Netflix_Title_953,Alex Pina,Actor D,UK,2010.0,R,120 min,Action,Description of Netflix show 953
s954,Movie,Netflix_Title_954,Rajkumar Hirani,Actor C,India,2010.0,TV-14,2 Seasons,Romance,Description of Netflix show 954
s955,Movie,Netflix_Title_955,Unknown,Actor C,United States,2023.0,G,2 Seasons,Horror,Description of Netflix show 955
s956,Movie,Netflix_Title_956,Christopher Nolan,Actor D,Spain,2020.0,R,,Thriller,Description of Netflix show 956
s957,TV Show,Netflix_Title_957,Christopher Nolan,Actor C,United States,1995.0,G,3 Seasons,Romance,
s958,Movie,Netflix_Title_958,Unknown,Actor A,Canada,2015.0,R,90 min,Horror,Description of Netflix show 958
s959,Movie,Netflix_Title_959,Alex Pina,Actor D,Spain,2015.0,,90 min,Sci-Fi,Description of Netflix show 959
s960,TV Show,Netflix_Title_960,Unknown,Actor C,India,2020.0,PG-13,2 Seasons,Action,Description of Netflix show 960
s961,,Netflix_Title_961,Christopher Nolan,Actor B,Germany,2015.0,R,90 min,Romance,Description of Netflix show 961
s962,TV Show,Netflix_Title_962,Christopher Nolan,Actor A,India,1995.0,TV-MA,2 Seasons,Sci-Fi,Description of Netflix show 962
s963,TV Show,Netflix_Title_963,Rajkumar Hirani,Actor B,Germany,2015.0,TV-14,90 min,Drama,Description of Netflix show 963
s964,TV Show,Netflix_Title_964,Unknown,Actor D,India,2015.0,R,,Romance,Description of Netflix show 964
s965,Movie,Netflix_Title_965,Christopher Nolan,Actor D,India,2000.0,TV-14,100 min,Comedy,Description of Netflix show 965
s966,Movie,Netflix_Title_966,Christopher Nolan,Actor D,Spain,,TV-MA,4 Seasons,Comedy,Description of Netflix show 966
s967,TV Show,Netflix_Title_967,Alex Pina,Actor A,Canada,2010.0,PG,90 min,Horror,Description of Netflix show 967
s968,Movie,Netflix_Title_968,Unknown,Actor A,Germany,2023.0,TV-14,2 Seasons,Romance,Description of Netflix show 968
s969,TV Show,Netflix_Title_969,Unknown,Actor D,United States,2015.0,TV-MA,90 min,Romance,
s970,TV Show,Netflix_Title_970,Christopher Nolan,Actor B,United States,2015.0,TV-MA,120 min,,
s971,TV Show,Netflix_Title_971,Unknown,Actor B,Spain,2010.0,PG-13,100 min,,Description of Netflix show 971
s972,TV Show,Netflix_Title_972,Rajkumar Hirani,Actor A,India,2015.0,TV-MA,80 min,Drama,
s973,Movie,Netflix_Title_973,Unknown,Actor A,,2023.0,TV-MA,90 min,Sci-Fi,Description of Netflix show 973
s974,TV Show,Netflix_Title_974,Rajkumar Hirani,Actor A,,2020.0,PG,3 Seasons,Action,Description of Netflix show 974
s975,Movie,Netflix_Title_975,Alex Pina,Actor A,United States,2015.0,PG,100 min,Horror,Description of Netflix show 975
s976,Movie,Netflix_Title_976,Christopher Nolan,Actor C,India,1990.0,G,3 Seasons,Drama,Description of Netflix show 976
s977,Movie,Netflix_Title_977,Christopher Nolan,Actor D,Spain,1990.0,R,2 Seasons,Drama,Description of Netflix show 977
s978,TV Show,Netflix_Title_978,Alex Pina,Actor D,United States,2005.0,TV-MA,100 min,,Description of Netflix show 978
s979,Movie,Netflix_Title_979,Christopher Nolan,,,1990.0,TV-14,120 min,Sci-Fi,Description of Netflix show 979
s980,TV Show,Netflix_Title_980,Unknown,Actor C,United States,2010.0,R,,Comedy,Description of Netflix show 980
s981,Movie,Netflix_Title_981,Alex Pina,Actor D,UK,1990.0,R,,Action,
s982,Movie,Netflix_Title_982,Unknown,Actor C,,2010.0,,120 min,Drama,Description of Netflix show 982
s983,TV Show,Netflix_Title_983,Rajkumar Hirani,Actor A,Spain,2005.0,TV-14,2 Seasons,,Description of Netflix show 983
s984,Movie,Netflix_Title_984,,Actor A,Canada,inf,TV-14,3 Seasons,Horror,Description of Netflix show 984
s985,Movie,Netflix_Title_985,Alex Pina,Actor B,Spain,1990.0,,120 min,Comedy,
s986,TV Show,Netflix_Title_986,Alex Pina,,Canada,1990.0,R,120 min,Action,Description of Netflix show 986
s987,TV Show,Netflix_Title_987,Unknown,Actor D,UK,2023.0,R,3 Seasons,Comedy,Description of Netflix show 987
s988,Movie,,Alex Pina,Actor B,,2020.0,PG,100 min,Sci-Fi,
s989,TV Show,Netflix_Title_989,Rajkumar Hirani,Actor D,India,,R,120 min,,Description of Netflix show 989
s990,,Netflix_Title_990,Alex Pina,Actor D,UK,1990.0,PG-13,80 min,Sci-Fi,Description of Netflix show 990
s991,TV Show,,Christopher Nolan,Actor A,,2015.0,PG-13,,Thriller,Description of Netflix show 991
s992,Movie,Netflix_Title_992,Rajkumar Hirani,Actor B,Canada,2010.0,R,120 min,Thriller,Description of Netflix show 992
,TV Show,Netflix_Title_993,Christopher Nolan,Actor D,Canada,2005.0,PG-13,2 Seasons,Comedy,Description of Netflix show 993
s994,Movie,Netflix_Title_994,Alex Pina,Actor A,,2015.0,R,80 min,Comedy,Description of Netflix show 994
s995,TV Show,Netflix_Title_995,Rajkumar Hirani,,India,,TV-MA,120 min,Sci-Fi,Description of Netflix show 995
s996,,Netflix_Title_996,Alex Pina,,Spain,1990.0,G,90 min,Sci-Fi,Description of Netflix show 996
s997,Movie,Netflix_Title_997,Christopher Nolan,Actor D,United States,2015.0,R,100 min,Action,
s998,TV Show,Netflix_Title_998,Alex Pina,Actor A,,2005.0,R,120 min,Romance,Description of Netflix show 998
s999,Movie,Netflix_Title_999,Rajkumar Hirani,Actor C,India,2010.0,TV-MA,3 Seasons,Comedy,Description of Netflix show 999
s1000,TV Show,Netflix_Title_1000,Alex Pina,Actor D,,2023.0,TV-MA,90 min,Horror,Description of Netflix show 1000
s1001,Movie,Netflix_Title_1001,Unknown,,India,1995.0,PG-13,3 Seasons,Drama,Description of Netflix show 1001
s1002,TV Show,,Alex Pina,Actor A,India,2023.0,R,120 min,,
,TV Show,Netflix_Title_1003,Unknown,Actor D,UK,2010.0,PG,100 min,Drama,Description of Netflix show 1003
s1004,TV Show,Netflix_Title_1004,Rajkumar Hirani,Actor B,,inf,R,100 min,Comedy,Description of Netflix show 1004
s1005,Movie,Netflix_Title_1005,,Actor C,UK,,G,90 min,Sci-Fi,Description of Netflix show 1005
s1006,Movie,Netflix_Title_1006,Rajkumar Hirani,Actor D,India,2010.0,PG,80 min,Horror,Description of Netflix show 1006
s1007,Movie,Netflix_Title_1007,,Actor D,United States,2005.0,R,2 Seasons,Action,
s1008,Movie,Netflix_Title_1008,Rajkumar Hirani,Actor B,India,2000.0,PG-13,2 Seasons,Thriller,
s1009,Movie,Netflix_Title_1009,Alex Pina,Actor C,Spain,2000.0,PG,90 min,Action,Description of Netflix show 1009
s1010,TV Show,Netflix_Title_1010,Unknown,Actor B,UK,2020.0,R,120 min,Drama,Description of Netflix show 1010
s1011,TV Show,Netflix_Title_1011,Unknown,,,2020.0,PG-13,4 Seasons,Thriller,Description of Netflix show 1011
s1012,Movie,Netflix_Title_1012,Unknown,Actor D,United States,inf,G,3 Seasons,Comedy,Description of Netflix show 1012
s1013,TV Show,Netflix_Title_1013,Alex Pina,Actor B,United States,1995.0,TV-MA,100 min,Comedy,Description of Netflix show 1013
s1014,TV Show,Netflix_Title_1014,Unknown,Actor D,India,2000.0,TV-14,120 min,Romance,Description of Netflix show 1014
s1015,Movie,Netflix_Title_1015,,Actor D,Germany,inf,TV-MA,2 Seasons,Thriller,Description of Netflix show 1015
s1016,Movie,Netflix_Title_1016,Alex Pina,,Germany,2010.0,PG,2 Seasons,Romance,Description of Netflix show 1016
s1017,Movie,Netflix_Title_1017,Alex Pina,Actor A,Spain,2015.0,TV-MA,3 Seasons,Comedy,Description of Netflix show 1017
s1018,Movie,Netflix_Title_1018,Christopher Nolan,Actor B,,2005.0,PG-13,,Drama,Description of Netflix show 1018
s1019,Movie,Netflix_Title_1019,Rajkumar Hirani,Actor A,UK,2020.0,TV-14,90 min,Horror,Description of Netflix show 1019
s1020,TV Show,Netflix_Title_1020,Alex Pina,Actor B,United States,2010.0,PG,3 Seasons,Romance,Description of Netflix show 1020
s1021,TV Show,Netflix_Title_1021,,Actor B,India,2010.0,G,100 min,Drama,Description of Netflix show 1021
s1022,TV Show,Netflix_Title_1022,Christopher Nolan,Actor C,Spain,2010.0,TV-14,120 min,Thriller,Description of Netflix show 1022
s1023,Movie,Netflix_Title_1023,Unknown,Actor C,India,1990.0,TV-14,90 min,Comedy,Description of Netflix show 1023
s1024,TV Show,Netflix_Title_1024,Alex Pina,Actor D,Canada,2010.0,PG-13,3 Seasons,Action,Description of Netflix show 1024
s1025,Movie,Netflix_Title_1025,Unknown,Actor B,Spain,1995.0,TV-MA,,Romance,Description of Netflix show 1025
s1026,Movie,Netflix_Title_1026,Christopher Nolan,Actor A,,2010.0,R,4 Seasons,,Description of Netflix show 1026
s1027,TV Show,Netflix_Title_1027,Christopher Nolan,Actor B,United States,1995.0,TV-MA,2 Seasons,Comedy,Description of Netflix show 1027
s1028,TV Show,Netflix_Title_1028,Rajkumar Hirani,Actor B,Spain,2023.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 1028
s1029,TV Show,Netflix_Title_1029,Christopher Nolan,Actor B,,2005.0,PG,120 min,Action,Description of Netflix show 1029
s1030,,Netflix_Title_1030,Unknown,,United States,2010.0,PG-13,,Sci-Fi,Description of Netflix show 1030
s1031,Movie,Netflix_Title_1031,,Actor B,India,2020.0,TV-MA,90 min,Sci-Fi,Description of Netflix show 1031
s1032,Movie,Netflix_Title_1032,Alex Pina,Actor B,India,1995.0,R,2 Seasons,Thriller,Description of Netflix show 1032
s1033,Movie,Netflix_Title_1033,Alex Pina,Actor A,,2015.0,TV-MA,2 Seasons,Sci-Fi,Description of Netflix show 1033
s1034,Movie,Netflix_Title_1034,Unknown,Actor B,Spain,2010.0,TV-14,,Thriller,Description of Netflix show 1034
s1035,TV Show,Netflix_Title_1035,Rajkumar Hirani,Actor B,,2005.0,G,90 min,Action,Description of Netflix show 1035
s1036,Movie,,Rajkumar Hirani,Actor C,Canada,2015.0,TV-14,2 Seasons,Comedy,Description of Netflix show 1036
s1037,TV Show,Netflix_Title_1037,Alex Pina,Actor B,United States,2020.0,G,100 min,,Description of Netflix show 1037
s1038,Movie,Netflix_Title_1038,Unknown,Actor B,India,2010.0,PG-13,100 min,Sci-Fi,Description of Netflix show 1038
s1039,TV Show,Netflix_Title_1039,Rajkumar Hirani,Actor D,Spain,2015.0,TV-MA,80 min,Drama,Description of Netflix show 1039
s1040,TV Show,Netflix_Title_1040,Rajkumar Hirani,,,,PG,100 min,Drama,Description of Netflix show 1040
s1041,Movie,Netflix_Title_1041,Unknown,Actor A,,2010.0,PG,100 min,Thriller,
s1042,TV Show,Netflix_Title_1042,Rajkumar Hirani,Actor A,India,1995.0,R,80 min,Romance,Description of Netflix show 1042
s1043,Movie,Netflix_Title_1043,Christopher Nolan,Actor A,Canada,2010.0,PG-13,120 min,Horror,
s1044,,Netflix_Title_1044,Christopher Nolan,Actor D,Canada,2010.0,,2 Seasons,Action,
s1045,,Netflix_Title_1045,Christopher Nolan,Actor A,India,2020.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 1045
s1046,TV Show,Netflix_Title_1046,Alex Pina,Actor C,United States,2020.0,TV-MA,120 min,Romance,Description of Netflix show 1046
s1047,,Netflix_Title_1047,Unknown,Actor A,Germany,2000.0,TV-14,80 min,,Description of Netflix show 1047
s1048,Movie,Netflix_Title_1048,,Actor D,Germany,2010.0,TV-14,2 Seasons,Horror,Description of Netflix show 1048
,TV Show,Netflix_Title_1049,,Actor B,United States,2000.0,TV-14,120 min,Action,Description of Netflix show 1049
s1050,Movie,Netflix_Title_1050,Rajkumar Hirani,Actor D,UK,inf,TV-14,90 min,,Description of Netflix show 1050
s1051,Movie,Netflix_Title_1051,Unknown,Actor A,India,,G,4 Seasons,Drama,Description of Netflix show 1051
s1052,,Netflix_Title_1052,Rajkumar Hirani,Actor B,Germany,2010.0,PG-13,120 min,,Description of Netflix show 1052
s1053,TV Show,Netflix_Title_1053,Rajkumar Hirani,Actor B,United States,2010.0,TV-14,,Sci-Fi,Description of Netflix show 1053
s1054,Movie,Netflix_Title_1054,Rajkumar Hirani,Actor C,Germany,2020.0,,80 min,Thriller,Description of Netflix show 1054
s1055,TV Show,Netflix_Title_1055,Alex Pina,Actor D,UK,2015.0,TV-14,120 min,Romance,Description of Netflix show 1055
s1056,TV Show,Netflix_Title_1056,Rajkumar Hirani,Actor D,India,2000.0,G,100 min,Action,Description of Netflix show 1056
s1057,TV Show,Netflix_Title_1057,Rajkumar Hirani,Actor A,UK,2010.0,TV-14,4 Seasons,Horror,
,TV Show,,Christopher Nolan,Actor D,Spain,2023.0,TV-MA,90 min,Comedy,Description of Netflix show 1058
s1059,Movie,Netflix_Title_1059,,Actor D,Spain,2015.0,PG-13,80 min,Drama,Description of Netflix show 1059
s1060,TV Show,Netflix_Title_1060,Alex Pina,Actor C,India,2015.0,G,120 min,Romance,Description of Netflix show 1060
s1061,TV Show,Netflix_Title_1061,,Actor C,UK,2023.0,PG-13,2 Seasons,Horror,Description of Netflix show 1061
s1062,Movie,Netflix_Title_1062,Unknown,Actor A,,2000.0,TV-MA,,,Description of Netflix show 1062
s1063,Movie,,Alex Pina,Actor A,Spain,inf,PG,2 Seasons,Action,Description of Netflix show 1063
s1064,TV Show,Netflix_Title_1064,Unknown,Actor B,,2000.0,PG,90 min,Action,Description of Netflix show 1064
s1065,TV Show,Netflix_Title_1065,Unknown,Actor D,Canada,2023.0,TV-14,100 min,Comedy,Description of Netflix show 1065
s1066,TV Show,Netflix_Title_1066,Rajkumar Hirani,Actor A,India,2020.0,,3 Seasons,Sci-Fi,Description of Netflix show 1066
s1067,Movie,Netflix_Title_1067,Alex Pina,Actor B,India,2023.0,R,100 min,,Description of Netflix show 1067
s1068,Movie,Netflix_Title_1068,Unknown,Actor C,India,2015.0,R,90 min,Sci-Fi,Description of Netflix show 1068
s1069,TV Show,Netflix_Title_1069,Rajkumar Hirani,,Spain,2000.0,PG,100 min,Comedy,Description of Netflix show 1069
s1070,Movie,Netflix_Title_1070,Christopher Nolan,Actor A,Spain,2010.0,TV-MA,80 min,Comedy,Description of Netflix show 1070
s1071,Movie,Netflix_Title_1071,Rajkumar Hirani,Actor D,UK,2023.0,TV-MA,3 Seasons,,Description of Netflix show 1071
s1072,TV Show,Netflix_Title_1072,Unknown,,Canada,2020.0,,100 min,Thriller,Description of Netflix show 1072
s1073,Movie,Netflix_Title_1073,,Actor B,United States,2000.0,R,3 Seasons,Thriller,Description of Netflix show 1073
s1074,TV Show,Netflix_Title_1074,Unknown,,Spain,inf,PG,4 Seasons,Sci-Fi,Description of Netflix show 1074
s1075,TV Show,Netflix_Title_1075,Christopher Nolan,Actor B,Spain,1990.0,PG,120 min,Thriller,Description of Netflix show 1075
s1076,TV Show,Netflix_Title_1076,Unknown,Actor D,Spain,2005.0,G,4 Seasons,Drama,Description of Netflix show 1076
s1077,TV Show,,Alex Pina,Actor C,Germany,2020.0,TV-MA,,Action,Description of Netflix show 1077
s1078,TV Show,Netflix_Title_1078,Unknown,Actor C,,inf,,,Drama,Description of Netflix show 1078
s1079,TV Show,Netflix_Title_1079,,Actor B,India,1995.0,G,,Action,Description of Netflix show 1079
s1080,TV Show,Netflix_Title_1080,,Actor D,,,TV-14,,Thriller,Description of Netflix show 1080
s1081,Movie,Netflix_Title_1081,Unknown,Actor A,India,2000.0,TV-MA,,Drama,Description of Netflix show 1081
s1082,TV Show,Netflix_Title_1082,,Actor C,Germany,2015.0,TV-MA,2 Seasons,Horror,
s1083,TV Show,Netflix_Title_1083,Unknown,Actor C,UK,2010.0,R,90 min,Action,Description of Netflix show 1083
s1084,Movie,Netflix_Title_1084,Unknown,Actor D,,2023.0,PG-13,2 Seasons,Drama,Description of Netflix show 1084
s1085,Movie,,,Actor C,Canada,1995.0,PG-13,,Drama,Description of Netflix show 1085
s1086,TV Show,Netflix_Title_1086,,Actor D,,2000.0,TV-14,90 min,Drama,Description of Netflix show 1086
s1087,Movie,Netflix_Title_1087,,Actor B,Germany,2015.0,PG-13,2 Seasons,Thriller,
s1088,Movie,Netflix_Title_1088,Rajkumar Hirani,Actor B,,2000.0,G,90 min,,
s1089,Movie,Netflix_Title_1089,Christopher Nolan,Actor D,UK,2023.0,TV-14,,Romance,Description of Netflix show 1089
s1090,TV Show,Netflix_Title_1090,Unknown,Actor B,United States,2015.0,TV-MA,100 min,Action,Description of Netflix show 1090
s1091,TV Show,Netflix_Title_1091,Alex Pina,Actor C,United States,,G,100 min,Romance,Description of Netflix show 1091
s1092,,Netflix_Title_1092,Alex Pina,Actor C,UK,2020.0,G,90 min,Horror,Description of Netflix show 1092
s1093,Movie,Netflix_Title_1093,Unknown,Actor D,UK,2010.0,,4 Seasons,Drama,Description of Netflix show 1093
s1094,TV Show,Netflix_Title_1094,Christopher Nolan,Actor C,India,2015.0,TV-MA,2 Seasons,Action,Description of Netflix show 1094
s1095,TV Show,Netflix_Title_1095,,Actor B,United States,1990.0,,2 Seasons,Romance,Description of Netflix show 1095
s1096,TV Show,Netflix_Title_1096,Christopher Nolan,Actor A,UK,2015.0,TV-MA,90 min,Comedy,Description of Netflix show 1096
s1097,Movie,Netflix_Title_1097,Unknown,Actor D,UK,inf,PG-13,90 min,,Description of Netflix show 1097
s1098,TV Show,Netflix_Title_1098,Alex Pina,,Germany,1995.0,,80 min,Comedy,Description of Netflix show 1098
s1099,,Netflix_Title_1099,Unknown,Actor A,UK,2010.0,G,2 Seasons,Romance,Description of Netflix show 1099
s1100,TV Show,Netflix_Title_1100,Rajkumar Hirani,Actor C,Spain,1990.0,PG-13,3 Seasons,Action,Description of Netflix show 1100
s1101,Movie,Netflix_Title_1101,Rajkumar Hirani,,Canada,2015.0,PG,120 min,Horror,Description of Netflix show 1101
s1102,TV Show,,Alex Pina,Actor C,Germany,1990.0,,80 min,Comedy,
s1103,Movie,Netflix_Title_1103,,Actor C,,2010.0,TV-14,80 min,Sci-Fi,Description of Netflix show 1103
s1104,Movie,Netflix_Title_1104,Alex Pina,Actor A,UK,2000.0,TV-14,120 min,Drama,Description of Netflix show 1104
s1105,TV Show,Netflix_Title_1105,Unknown,Actor C,Spain,2023.0,PG,100 min,Romance,Description of Netflix show 1105
s1106,TV Show,Netflix_Title_1106,Alex Pina,Actor C,UK,2015.0,TV-MA,2 Seasons,Drama,Description of Netflix show 1106
s1107,TV Show,Netflix_Title_1107,,Actor A,,2015.0,TV-14,,Thriller,Description of Netflix show 1107
s1108,TV Show,Netflix_Title_1108,Unknown,,United States,2010.0,G,80 min,Sci-Fi,Description of Netflix show 1108
s1109,TV Show,Netflix_Title_1109,Rajkumar Hirani,Actor A,Spain,2000.0,PG,90 min,,Description of Netflix show 1109
s1110,TV Show,Netflix_Title_1110,Unknown,Actor D,Canada,2023.0,TV-14,2 Seasons,,
s1111,Movie,Netflix_Title_1111,Alex Pina,Actor B,United States,2023.0,R,100 min,Comedy,Description of Netflix show 1111
s1112,Movie,Netflix_Title_1112,,Actor A,United States,2010.0,TV-14,2 Seasons,Comedy,
s1113,TV Show,Netflix_Title_1113,Rajkumar Hirani,Actor B,Spain,2015.0,R,120 min,Thriller,Description of Netflix show 1113
s1114,Movie,Netflix_Title_1114,Christopher Nolan,Actor B,United States,2015.0,,,Comedy,Description of Netflix show 1114
s1115,Movie,Netflix_Title_1115,Christopher Nolan,Actor C,UK,2020.0,TV-14,100 min,Comedy,Description of Netflix show 1115
s1116,TV Show,Netflix_Title_1116,Rajkumar Hirani,Actor B,,2015.0,R,3 Seasons,Comedy,Description of Netflix show 1116
s1117,Movie,Netflix_Title_1117,,Actor D,Spain,2023.0,PG-13,2 Seasons,Drama,Description of Netflix show 1117
s1118,Movie,Netflix_Title_1118,Rajkumar Hirani,Actor D,,2023.0,,2 Seasons,Sci-Fi,Description of Netflix show 1118
s1119,TV Show,Netflix_Title_1119,Unknown,Actor D,United States,2015.0,PG,100 min,Sci-Fi,Description of Netflix show 1119
s1120,Movie,,Unknown,Actor D,UK,2023.0,TV-14,120 min,Action,Description of Netflix show 1120
s1121,Movie,Netflix_Title_1121,Alex Pina,Actor B,Germany,2000.0,TV-MA,80 min,,
s1122,Movie,Netflix_Title_1122,Christopher Nolan,Actor A,Canada,2010.0,PG-13,,Thriller,Description of Netflix show 1122
s1123,,Netflix_Title_1123,Unknown,Actor A,Germany,2015.0,,120 min,Sci-Fi,Description of Netflix show 1123
s1124,TV Show,Netflix_Title_1124,Rajkumar Hirani,Actor B,,1995.0,PG,100 min,Drama,Description of Netflix show 1124
s1125,Movie,Netflix_Title_1125,Rajkumar Hirani,Actor A,Spain,2020.0,PG-13,80 min,Sci-Fi,Description of Netflix show 1125
s1126,TV Show,Netflix_Title_1126,Rajkumar Hirani,Actor C,,2010.0,PG,90 min,Drama,Description of Netflix show 1126
s1127,TV Show,,Unknown,,,2005.0,R,100 min,Sci-Fi,
s1128,Movie,,Christopher Nolan,Actor D,Spain,2010.0,TV-14,120 min,Drama,Description of Netflix show 1128
s1129,TV Show,Netflix_Title_1129,Alex Pina,Actor A,Spain,2005.0,TV-MA,100 min,Drama,Description of Netflix show 1129
s1130,Movie,Netflix_Title_1130,Christopher Nolan,Actor A,United States,2000.0,G,80 min,Thriller,Description of Netflix show 1130
s1131,Movie,Netflix_Title_1131,,Actor B,Spain,,R,2 Seasons,Thriller,Description of Netflix show 1131
s1132,Movie,Netflix_Title_1132,Alex Pina,,United States,2020.0,TV-MA,80 min,Thriller,Description of Netflix show 1132
s1133,Movie,Netflix_Title_1133,Rajkumar Hirani,Actor B,India,2005.0,PG,100 min,Comedy,Description of Netflix show 1133
s1134,TV Show,Netflix_Title_1134,Christopher Nolan,Actor D,India,2000.0,G,,Drama,Description of Netflix show 1134
s1135,TV Show,Netflix_Title_1135,Unknown,Actor D,UK,1995.0,R,2 Seasons,Thriller,Description of Netflix show 1135
s1136,Movie,Netflix_Title_1136,,Actor C,Spain,2020.0,PG-13,2 Seasons,Romance,Description of Netflix show 1136
s1137,,Netflix_Title_1137,Rajkumar Hirani,Actor B,Germany,2020.0,R,100 min,Drama,Description of Netflix show 1137
s1138,TV Show,Netflix_Title_1138,Unknown,Actor A,Canada,1990.0,PG,2 Seasons,Romance,Description of Netflix show 1138
s1139,TV Show,Netflix_Title_1139,Rajkumar Hirani,,Canada,1995.0,PG-13,4 Seasons,Romance,Description of Netflix show 1139
s1140,TV Show,Netflix_Title_1140,,Actor A,Germany,,PG,3 Seasons,Drama,Description of Netflix show 1140
s1141,Movie,Netflix_Title_1141,Unknown,Actor B,Spain,2023.0,PG-13,3 Seasons,Sci-Fi,Description of Netflix show 1141
s1142,TV Show,Netflix_Title_1142,Unknown,Actor B,Spain,2005.0,G,120 min,Drama,Description of Netflix show 1142
s1143,Movie,Netflix_Title_1143,,,United States,1995.0,G,3 Seasons,Thriller,
s1144,TV Show,Netflix_Title_1144,Rajkumar Hirani,Actor D,Spain,2023.0,R,90 min,Horror,Description of Netflix show 1144
s1145,Movie,Netflix_Title_1145,,Actor B,Spain,1990.0,R,120 min,Horror,Description of Netflix show 1145
s1146,TV Show,Netflix_Title_1146,Unknown,Actor A,India,2015.0,PG-13,3 Seasons,,
s1147,TV Show,Netflix_Title_1147,Unknown,,Canada,2000.0,R,100 min,Romance,Description of Netflix show 1147
s1148,TV Show,Netflix_Title_1148,Alex Pina,Actor D,UK,2015.0,R,120 min,Action,Description of Netflix show 1148
s1149,TV Show,Netflix_Title_1149,Unknown,Actor A,,2000.0,PG,2 Seasons,Romance,Description of Netflix show 1149
s1150,Movie,Netflix_Title_1150,Unknown,Actor D,Spain,2005.0,R,80 min,,Description of Netflix show 1150
s1151,TV Show,Netflix_Title_1151,Christopher Nolan,Actor C,Spain,1995.0,TV-14,90 min,Action,Description of Netflix show 1151
s1152,TV Show,Netflix_Title_1152,Unknown,Actor C,Spain,2005.0,PG,2 Seasons,Drama,Description of Netflix show 1152
s1153,TV Show,Netflix_Title_1153,Rajkumar Hirani,Actor D,India,1995.0,R,100 min,Sci-Fi,Description of Netflix show 1153
,Movie,Netflix_Title_1154,,Actor A,Germany,2010.0,PG-13,90 min,Action,Description of Netflix show 1154
s1155,Movie,Netflix_Title_1155,Christopher Nolan,Actor B,,2015.0,PG-13,3 Seasons,Comedy,Description of Netflix show 1155
s1156,Movie,,Rajkumar Hirani,Actor A,UK,2005.0,PG-13,2 Seasons,,Description of Netflix show 1156
s1157,Movie,Netflix_Title_1157,Christopher Nolan,Actor D,India,inf,PG-13,,Drama,Description of Netflix show 1157
s1158,TV Show,Netflix_Title_1158,Alex Pina,Actor B,Canada,2020.0,,80 min,Thriller,Description of Netflix show 1158
s1159,TV Show,Netflix_Title_1159,Alex Pina,Actor C,Canada,2010.0,PG-13,3 Seasons,Comedy,Description of Netflix show 1159
s1160,TV Show,Netflix_Title_1160,Alex Pina,Actor B,Canada,2015.0,TV-14,120 min,Romance,Description of Netflix show 1160
s1161,Movie,Netflix_Title_1161,,Actor D,India,2005.0,PG-13,90 min,Comedy,Description of Netflix show 1161
s1162,Movie,Netflix_Title_1162,Rajkumar Hirani,Actor A,Germany,2010.0,PG-13,90 min,Thriller,Description of Netflix show 1162
s1163,Movie,Netflix_Title_1163,Alex Pina,Actor B,UK,2020.0,TV-MA,90 min,Thriller,
s1164,Movie,Netflix_Title_1164,,Actor C,United States,1990.0,TV-14,80 min,Thriller,Description of Netflix show 1164
s1165,Movie,Netflix_Title_1165,Alex Pina,Actor D,,2010.0,PG-13,90 min,Comedy,Description of Netflix show 1165
s1166,TV Show,Netflix_Title_1166,Unknown,Actor C,India,,PG,2 Seasons,Sci-Fi,Description of Netflix show 1166
s1167,TV Show,Netflix_Title_1167,Rajkumar Hirani,Actor D,UK,2023.0,G,100 min,Action,Description of Netflix show 1167
s1168,TV Show,Netflix_Title_1168,Alex Pina,Actor A,,2000.0,PG-13,120 min,Comedy,Description of Netflix show 1168
s1169,TV Show,Netflix_Title_1169,Unknown,Actor B,UK,2020.0,,4 Seasons,Sci-Fi,Description of Netflix show 1169
s1170,Movie,Netflix_Title_1170,Christopher Nolan,Actor A,,2015.0,G,120 min,,Description of Netflix show 1170
s1171,Movie,Netflix_Title_1171,Christopher Nolan,Actor C,UK,2010.0,PG-13,2 Seasons,Sci-Fi,Description of Netflix show 1171
s1172,Movie,,Christopher Nolan,,United States,2015.0,TV-14,90 min,Thriller,Description of Netflix show 1172
s1173,Movie,Netflix_Title_1173,Alex Pina,Actor A,UK,2015.0,PG,120 min,Sci-Fi,Description of Netflix show 1173
s1174,Movie,Netflix_Title_1174,Christopher Nolan,Actor C,Spain,1990.0,PG,4 Seasons,Drama,Description of Netflix show 1174
s1175,TV Show,Netflix_Title_1175,Unknown,Actor A,India,2010.0,TV-MA,90 min,Horror,Description of Netflix show 1175
s1176,TV Show,Netflix_Title_1176,Christopher Nolan,Actor C,Canada,2000.0,PG-13,80 min,Drama,Description of Netflix show 1176
s1177,Movie,Netflix_Title_1177,Rajkumar Hirani,Actor A,Canada,2020.0,,4 Seasons,Romance,Description of Netflix show 1177
s1178,TV Show,Netflix_Title_1178,Alex Pina,Actor D,,2000.0,G,80 min,Sci-Fi,Description of Netflix show 1178
s1179,Movie,Netflix_Title_1179,Christopher Nolan,Actor A,India,2010.0,PG,90 min,Thriller,
s1180,TV Show,Netflix_Title_1180,Rajkumar Hirani,Actor D,Germany,2023.0,R,2 Seasons,Horror,Description of Netflix show 1180
